order_id,date,product_id,region,channel,quantity,unit_price,discount_rate,is_returned
ORD2024082907414,2024-08-29,P0072,华北,企业团购,1,3936.65,0.0,否
ORD2024032602596,2024-03-26,P0245,华北,线上第三方,5,2776.47,0.0,否
ORD2024060704817,2024-06-07,P0214,华东,企业团购,5,1648.51,0.27,否
ORD2024062305432,2024-06-23,P0346,华中,线上第三方,1,138.11,0.0,否
ORD2024111109822,2024-11-11,P0296,东北,线上官网,24,126.61,0.0,是
ORD2024030602010,2024-03-06,P0492,华南,线上第三方,1,163.52,0.19,否
ORD2024072506391,2024-07-25,P0436,华中,线下直营店,2,1283.95,0.19,否
ORD2024122711180,2024-12-27,P0218,华北,线下经销商,3,390.04,0.0,否
ORD2024051804229,2024-05-18,P0180,华南,线下经销商,1,1295.62,0.0,否
ORD2024042703575,2024-04-27,P0311,华东,线下直营店,1,71.93,0.0,否
ORD2024041603230,2024-04-16,P0402,东北,线上官网,2,626.51,0.0,否
ORD2024082207213,2024-08-22,P0225,华东,线上第三方,3,1248.92,0.0,否
ORD2024111109669,2024-11-11,P0025,西北,线下经销商,24,3650.49,0.28,否
ORD2024122211065,2024-12-22,P0229,东北,企业团购,1,221.79,0.0,否
ORD2024122411121,2024-12-24,P0250,华南,线下经销商,4,80.93,0.0,否
ORD2024110209357,2024-11-02,P0321,西南,线下经销商,1,133.61,0.06,否
ORD2024013100933,2024-01-31,P0298,东北,线下直营店,5,110.89,0.0,否
ORD2024080206616,2024-08-02,P0317,东北,线下直营店,3,34.96,0.0,是
ORD2024051304066,2024-05-13,P0075,西南,线上第三方,5,4936.99,0.11,否
ORD2024072306311,2024-07-23,P0307,华东,线上第三方,5,66.52,0.0,否
ORD2024042603527,2024-04-26,P0189,华南,线下经销商,2,822.17,0.0,否
ORD2024043003653,2024-04-30,P0305,西南,线下直营店,3,66.8,0.0,否
ORD2024040702957,2024-04-07,P0363,西北,企业团购,2,1413.73,0.0,否
ORD2024052604448,2024-05-26,P0185,华北,线上官网,1,774.11,0.0,否
ORD2024101608864,2024-10-16,P0311,西北,线下经销商,1,67.5,0.0,否
ORD2024121710898,2024-12-17,P0354,华中,线上第三方,4,77.11,0.05,否
ORD2024100508540,2024-10-05,P0078,华北,线下直营店,1,2180.82,0.0,否
ORD2024111509943,2024-11-15,P0359,西北,线上官网,4,981.43,0.0,否
ORD2024040903017,2024-04-09,P0237,华中,企业团购,3,567.93,0.0,否
ORD2024082707367,2024-08-27,P0427,华东,线下经销商,3,723.84,0.0,否
ORD2024012000593,2024-01-20,P0361,华北,企业团购,2,1082.62,0.0,否
ORD2024012300669,2024-01-23,P0335,西北,线上第三方,4,37.05,0.18,否
ORD2024092708286,2024-09-27,P0008,华北,企业团购,1,2646.19,0.0,否
ORD2024011900563,2024-01-19,P0091,华东,线下直营店,2,929.82,0.17,否
ORD2024010400102,2024-01-04,P0293,西北,企业团购,3,50.52,0.0,否
ORD2024081406974,2024-08-14,P0212,西北,线下经销商,1,672.73,0.0,否
ORD2024111209869,2024-11-12,P0267,华中,线下经销商,1,123.23,0.16,否
ORD2024012600765,2024-01-26,P0500,西南,线下经销商,3,766.25,0.23,否
ORD2024052004265,2024-05-20,P0401,西北,线下经销商,5,690.11,0.0,否
ORD2024122611165,2024-12-26,P0181,华东,线下直营店,4,2011.59,0.0,否
ORD2024090707692,2024-09-07,P0486,西南,线上官网,1,662.76,0.0,否
ORD2024071306018,2024-07-13,P0435,华中,企业团购,2,395.49,0.0,否
ORD2024032702626,2024-03-27,P0320,华东,线上第三方,2,106.75,0.19,否
ORD2024022801784,2024-02-28,P0356,华东,企业团购,5,31.58,0.0,否
ORD2024081106876,2024-08-11,P0138,东北,线上官网,2,230.28,0.0,否
ORD2024071906200,2024-07-19,P0061,华南,线上官网,1,510.79,0.0,否
ORD2024022401663,2024-02-24,P0292,华东,企业团购,1,154.88,0.0,否
ORD2024050703890,2024-05-07,P0257,西南,线下经销商,3,184.65,0.0,否
ORD2024061204963,2024-06-12,P0320,西南,企业团购,4,113.36,0.11,否
ORD2024022401670,2024-02-24,P0361,华中,线下经销商,1,1031.83,0.0,否
ORD2024100308483,2024-10-03,P0353,西南,线下经销商,3,27.26,0.0,否
ORD2024122211070,2024-12-22,P0033,华东,线下直营店,2,2046.72,0.0,否
ORD2024111109802,2024-11-11,P0295,华东,线下直营店,16,123.41,0.0,否
ORD2024071906211,2024-07-19,P0163,西南,线下直营店,5,1294.91,0.0,否
ORD2024082107196,2024-08-21,P0351,东北,企业团购,1,78.57,0.0,否
ORD2024051404084,2024-05-14,P0179,东北,线下直营店,4,231.56,0.0,否
ORD2024121210754,2024-12-12,P0448,华中,线下经销商,1,1139.69,0.0,否
ORD2024071706153,2024-07-17,P0131,华南,线上官网,2,2219.41,0.0,否
ORD2024042803596,2024-04-28,P0053,华北,线下经销商,2,3151.43,0.0,否
ORD2024061505099,2024-06-15,P0347,华东,线下经销商,5,166.1,0.0,否
ORD2024060804846,2024-06-08,P0139,华北,线下经销商,1,280.17,0.0,否
ORD2024071806178,2024-07-18,P0482,华南,企业团购,4,1127.93,0.0,否
ORD2024102008983,2024-10-20,P0163,西北,线下经销商,1,1315.37,0.0,否
ORD2024022801786,2024-02-28,P0041,华北,线下经销商,3,714.73,0.0,否
ORD2024100708604,2024-10-07,P0247,西南,线下直营店,2,81.27,0.0,否
ORD2024051404105,2024-05-14,P0086,东北,线下经销商,5,2521.88,0.0,否
ORD2024072206287,2024-07-22,P0494,东北,企业团购,2,364.45,0.23,否
ORD2024052504430,2024-05-25,P0476,西北,线上官网,2,1575.34,0.07,否
ORD2024012900867,2024-01-29,P0188,西北,线上第三方,1,1189.85,0.0,是
ORD2024011200322,2024-01-12,P0222,华东,企业团购,2,358.93,0.0,否
ORD2024061505080,2024-06-15,P0383,西南,线上第三方,5,32.39,0.23,否
ORD2024031602311,2024-03-16,P0374,华南,线上官网,1,747.49,0.0,否
ORD2024021901513,2024-02-19,P0200,华中,线上第三方,3,2957.96,0.23,否
ORD2024032502578,2024-03-25,P0143,东北,线上第三方,1,817.81,0.0,否
ORD2024011200347,2024-01-12,P0376,华南,线上第三方,5,1332.7,0.0,否
ORD2024111109613,2024-11-11,P0248,华北,企业团购,16,17.38,0.0,否
ORD2024062205400,2024-06-22,P0182,西北,线上第三方,2,1157.46,0.0,否
ORD2024031202185,2024-03-12,P0030,华南,线上第三方,3,3845.76,0.16,否
ORD2024111109682,2024-11-11,P0408,东北,企业团购,32,198.77,0.0,否
ORD2024111109750,2024-11-11,P0159,西北,线下经销商,8,1386.43,0.0,否
ORD2024071005932,2024-07-10,P0479,华北,线下直营店,3,1732.21,0.11,否
ORD2024110809527,2024-11-08,P0057,华南,线下直营店,3,4217.77,0.0,否
ORD2024012600759,2024-01-26,P0045,华东,线上第三方,3,1944.67,0.0,否
ORD2024060204642,2024-06-02,P0357,西北,线下经销商,3,85.38,0.0,否
ORD2024060104626,2024-06-01,P0153,华中,线下经销商,1,1749.15,0.0,否
ORD2024052404382,2024-05-24,P0040,华北,企业团购,5,1617.77,0.0,否
ORD2024010100020,2024-01-01,P0311,华中,线上第三方,4,69.49,0.0,否
ORD2024100908671,2024-10-09,P0247,西北,线下直营店,2,75.38,0.0,否
ORD2024031102175,2024-03-11,P0123,华东,线上官网,3,2284.79,0.0,否
ORD2024020901209,2024-02-09,P0500,华北,线下直营店,1,768.11,0.0,否
ORD2024030201863,2024-03-02,P0419,华东,线下经销商,3,707.39,0.16,否
ORD2024070705853,2024-07-07,P0183,华中,企业团购,1,597.91,0.0,否
ORD2024010400108,2024-01-04,P0100,华南,线上官网,5,2162.92,0.0,否
ORD2024020701143,2024-02-07,P0002,东北,线下直营店,3,3299.59,0.0,否
ORD2024082807389,2024-08-28,P0363,东北,企业团购,1,1414.7,0.0,否
ORD2024111409938,2024-11-14,P0438,华南,企业团购,1,1411.84,0.0,否
ORD2024031402250,2024-03-14,P0397,东北,线上官网,3,869.91,0.19,否
ORD2024112710309,2024-11-27,P0123,华中,线上官网,2,2348.08,0.0,是
ORD2024111109729,2024-11-11,P0260,华中,线上官网,16,61.68,0.0,否
ORD2024032502575,2024-03-25,P0444,西南,线上官网,5,1049.82,0.16,否
ORD2024042703560,2024-04-27,P0373,西北,线上第三方,1,1420.32,0.0,否
ORD2024030702022,2024-03-07,P0204,华中,线下经销商,4,233.02,0.0,否
ORD2024052404388,2024-05-24,P0272,东北,线下经销商,1,30.22,0.0,否
ORD2024112910380,2024-11-29,P0406,西北,企业团购,1,1451.15,0.06,否
ORD2024111509964,2024-11-15,P0259,西南,线下直营店,2,196.47,0.0,否
ORD2024012100609,2024-01-21,P0401,西北,企业团购,1,682.85,0.26,否
ORD2024061004903,2024-06-10,P0383,西北,线上第三方,1,33.78,0.0,否
ORD2024061204970,2024-06-12,P0256,华北,线上第三方,4,44.76,0.0,否
ORD2024041803298,2024-04-18,P0245,东北,线下经销商,2,2804.09,0.0,否
ORD2024122911256,2024-12-29,P0214,华南,线下直营店,1,1702.45,0.0,否
ORD2024020701148,2024-02-07,P0315,华北,企业团购,4,33.51,0.0,否
ORD2024121210726,2024-12-12,P0490,华南,企业团购,3,1847.96,0.0,否
ORD2024041003038,2024-04-10,P0119,华东,线下直营店,4,4949.56,0.0,否
ORD2024093008367,2024-09-30,P0391,西北,线上官网,3,912.13,0.0,否
ORD2024013000903,2024-01-30,P0016,华东,线下直营店,4,385.15,0.0,否
ORD2024031102169,2024-03-11,P0071,西北,线上官网,1,4557.01,0.11,否
ORD2024042003352,2024-04-20,P0271,西南,企业团购,1,33.03,0.0,否
ORD2024030902109,2024-03-09,P0047,华东,企业团购,1,1561.53,0.0,否
ORD2024020301023,2024-02-03,P0297,西北,线下经销商,3,126.96,0.0,否
ORD2024051704195,2024-05-17,P0005,西北,线上官网,2,4205.1,0.0,否
ORD2024102109009,2024-10-21,P0253,西北,线下经销商,4,161.83,0.0,否
ORD2024071906192,2024-07-19,P0012,华东,线上官网,5,1132.69,0.0,否
ORD2024050403785,2024-05-04,P0182,西北,线上第三方,2,1104.11,0.0,否
ORD2024050203711,2024-05-02,P0267,西南,线上第三方,3,133.62,0.0,否
ORD2024121410784,2024-12-14,P0249,华东,线上官网,2,19.79,0.0,否
ORD2024010800219,2024-01-08,P0323,西北,线下直营店,3,205.99,0.22,否
ORD2024022201603,2024-02-22,P0444,华北,线上第三方,1,1112.52,0.0,否
ORD2024103009252,2024-10-30,P0497,华东,线上官网,4,449.51,0.0,否
ORD2024070605826,2024-07-06,P0244,华中,线上官网,1,1984.85,0.0,否
ORD2024090107516,2024-09-01,P0076,华东,线上第三方,1,3051.36,0.0,否
ORD2024070705841,2024-07-07,P0107,东北,线上官网,1,1278.81,0.0,否
ORD2024051204025,2024-05-12,P0227,华北,线下经销商,2,1053.47,0.24,否
ORD2024081206921,2024-08-12,P0092,华南,线上官网,2,4623.82,0.0,否
ORD2024110909561,2024-11-09,P0313,华中,企业团购,1,91.76,0.0,否
ORD2024042103379,2024-04-21,P0017,西北,线下直营店,3,2038.21,0.0,否
ORD2024112910378,2024-11-29,P0249,东北,线上第三方,1,19.87,0.0,否
ORD2024041903315,2024-04-19,P0411,华中,线下直营店,2,270.23,0.0,否
ORD2024042503509,2024-04-25,P0385,华北,线下直营店,3,669.59,0.0,否
ORD2024101708881,2024-10-17,P0366,华东,线上第三方,3,1004.67,0.27,否
ORD2024061405016,2024-06-14,P0260,华南,线下经销商,4,58.48,0.05,否
ORD2024123011272,2024-12-30,P0156,华北,线下经销商,1,988.62,0.0,否
ORD2024071906187,2024-07-19,P0430,华东,线下经销商,3,1119.37,0.0,否
ORD2024051404098,2024-05-14,P0095,华南,线下经销商,2,3775.05,0.0,否
ORD2024021601422,2024-02-16,P0219,华中,线下直营店,4,2173.43,0.16,否
ORD2024042403462,2024-04-24,P0486,西南,线下直营店,4,677.19,0.0,否
ORD2024031902378,2024-03-19,P0054,东北,线上第三方,5,4830.89,0.14,否
ORD2024042203435,2024-04-22,P0437,东北,企业团购,2,1217.89,0.0,否
ORD2024102709177,2024-10-27,P0216,华中,线下经销商,1,1504.18,0.0,否
ORD2024030101845,2024-03-01,P0127,华东,企业团购,4,3425.81,0.13,否
ORD2024100408524,2024-10-04,P0340,西北,线上官网,1,88.54,0.0,否
ORD2024120410520,2024-12-04,P0242,西南,企业团购,2,813.32,0.0,否
ORD2024051304076,2024-05-13,P0240,西南,企业团购,5,1110.26,0.0,否
ORD2024051404100,2024-05-14,P0437,华南,线上官网,2,1226.5,0.0,否
ORD2024022201596,2024-02-22,P0093,东北,线上第三方,2,5194.22,0.0,否
ORD2024062105387,2024-06-21,P0417,华北,线上官网,3,1280.96,0.0,否
ORD2024051704202,2024-05-17,P0043,西北,线上第三方,3,4809.82,0.0,否
ORD2024060804834,2024-06-08,P0243,西北,线下经销商,1,668.9,0.0,否
ORD2024051304059,2024-05-13,P0329,西南,企业团购,3,149.84,0.14,否
ORD2024082207225,2024-08-22,P0443,华中,线上第三方,2,801.09,0.0,是
ORD2024031702341,2024-03-17,P0430,华东,企业团购,2,1144.34,0.22,否
ORD2024062105355,2024-06-21,P0376,华中,线上第三方,2,1344.03,0.0,否
ORD2024040903016,2024-04-09,P0045,华北,线下直营店,2,2022.23,0.0,否
ORD2024122711182,2024-12-27,P0189,华东,企业团购,3,892.52,0.0,否
ORD2024072206276,2024-07-22,P0418,华南,企业团购,1,118.97,0.0,否
ORD2024121010676,2024-12-10,P0444,华东,线上官网,1,1063.28,0.0,否
ORD2024102008977,2024-10-20,P0152,东北,线上官网,1,2558.2,0.0,否
ORD2024052604458,2024-05-26,P0039,华北,线下直营店,3,318.12,0.0,否
ORD2024072806463,2024-07-28,P0449,东北,线上官网,1,921.55,0.05,否
ORD2024072406342,2024-07-24,P0394,华南,线下经销商,2,1494.38,0.0,否
ORD2024012900857,2024-01-29,P0385,华中,线下经销商,2,669.44,0.0,否
ORD2024080506696,2024-08-05,P0145,华北,线下直营店,3,2223.61,0.0,否
ORD2024062205406,2024-06-22,P0292,西南,线下经销商,2,151.86,0.0,否
ORD2024121910942,2024-12-19,P0139,西南,线下经销商,1,271.31,0.0,否
ORD2024030301906,2024-03-03,P0253,华东,线下直营店,3,155.31,0.18,否
ORD2024101008684,2024-10-10,P0214,东北,线下经销商,3,1790.43,0.0,否
ORD2024032302523,2024-03-23,P0178,华中,线下经销商,3,965.15,0.0,否
ORD2024041703266,2024-04-17,P0158,西北,线下直营店,3,2487.95,0.19,否
ORD2024062905610,2024-06-29,P0269,华北,线下直营店,1,67.12,0.0,否
ORD2024021401346,2024-02-14,P0068,华南,企业团购,5,5014.64,0.17,否
ORD2024011600458,2024-01-16,P0247,西北,线上官网,3,78.86,0.27,否
ORD2024042603528,2024-04-26,P0357,华中,线下直营店,4,83.16,0.0,否
ORD2024122811212,2024-12-28,P0412,华北,线上第三方,1,1063.44,0.0,否
ORD2024040202808,2024-04-02,P0126,西北,线下经销商,1,485.31,0.0,否
ORD2024110609488,2024-11-06,P0309,西北,线下经销商,4,192.64,0.3,否
ORD2024062505495,2024-06-25,P0080,华中,线上第三方,4,4899.3,0.25,否
ORD2024052804510,2024-05-28,P0461,西南,线下直营店,4,153.27,0.0,否
ORD2024033102743,2024-03-31,P0283,华北,线上官网,2,201.94,0.0,否
ORD2024102309066,2024-10-23,P0236,华北,线下经销商,3,1656.08,0.0,否
ORD2024072406344,2024-07-24,P0355,华南,线下直营店,2,13.45,0.0,否
ORD2024051003959,2024-05-10,P0082,东北,线下经销商,2,695.52,0.05,否
ORD2024090307563,2024-09-03,P0414,华北,线下直营店,3,373.02,0.0,否
ORD2024120710608,2024-12-07,P0277,西北,线下直营店,1,112.58,0.0,否
ORD2024032702628,2024-03-27,P0426,华东,线上官网,2,123.3,0.0,否
ORD2024012200625,2024-01-22,P0307,西北,线下直营店,2,72.0,0.0,否
ORD2024010400120,2024-01-04,P0419,东北,企业团购,5,693.0,0.1,否
ORD2024081006839,2024-08-10,P0179,东北,线下经销商,2,246.12,0.0,否
ORD2024011400399,2024-01-14,P0443,西南,线上官网,1,849.39,0.0,否
ORD2024082907432,2024-08-29,P0209,西南,线上官网,2,1232.45,0.16,否
ORD2024122011007,2024-12-20,P0122,华南,线上官网,4,3989.65,0.0,否
ORD2024040502914,2024-04-05,P0497,西北,线上第三方,1,453.58,0.0,否
ORD2024112710305,2024-11-27,P0157,东北,企业团购,2,1570.0,0.0,否
ORD2024110209342,2024-11-02,P0146,西南,企业团购,1,829.15,0.0,是
ORD2024051704193,2024-05-17,P0277,东北,线上官网,3,111.8,0.0,否
ORD2024052604440,2024-05-26,P0298,华南,线下经销商,1,113.21,0.27,否
ORD2024122211044,2024-12-22,P0399,华东,企业团购,2,756.13,0.0,是
ORD2024122611155,2024-12-26,P0214,西南,线下经销商,4,1737.5,0.0,否
ORD2024122811237,2024-12-28,P0495,西南,线上第三方,2,1249.55,0.0,否
ORD2024110609458,2024-11-06,P0021,华南,线下直营店,2,2144.6,0.0,否
ORD2024091007788,2024-09-10,P0213,东北,线下经销商,3,751.25,0.0,否
ORD2024081306947,2024-08-13,P0300,华中,线下直营店,1,74.54,0.0,否
ORD2024112410204,2024-11-24,P0086,西北,线下经销商,2,2520.3,0.0,否
ORD2024062705560,2024-06-27,P0020,华北,线上官网,2,3504.53,0.0,否
ORD2024071506082,2024-07-15,P0349,西北,线上第三方,4,173.59,0.27,否
ORD2024091507929,2024-09-15,P0164,华南,线下直营店,2,377.02,0.0,否
ORD2024070105654,2024-07-01,P0191,华东,线上第三方,1,1439.47,0.0,否
ORD2024070505801,2024-07-05,P0465,华中,线下直营店,4,777.16,0.25,否
ORD2024071606111,2024-07-16,P0339,华北,线上官网,2,132.03,0.0,否
ORD2024010900252,2024-01-09,P0127,华东,线下经销商,5,3426.7,0.21,否
ORD2024120110411,2024-12-01,P0397,华中,企业团购,1,814.55,0.0,否
ORD2024041803296,2024-04-18,P0072,华北,线上第三方,1,4032.93,0.0,否
ORD2024031202184,2024-03-12,P0469,华中,线下经销商,1,320.32,0.0,否
ORD2024111109643,2024-11-11,P0332,华北,企业团购,8,102.48,0.0,否
ORD2024111109659,2024-11-11,P0414,华北,线下经销商,32,382.06,0.0,否
ORD2024102008984,2024-10-20,P0135,华东,线上第三方,2,2225.99,0.0,否
ORD2024011100305,2024-01-11,P0424,西南,线上第三方,4,135.58,0.0,否
ORD2024021901517,2024-02-19,P0391,华南,线下直营店,1,964.2,0.0,否
ORD2024072106261,2024-07-21,P0417,西南,线上官网,1,1340.0,0.0,否
ORD2024120110438,2024-12-01,P0032,华北,线下直营店,1,3484.44,0.0,否
ORD2024082907407,2024-08-29,P0034,华东,线上第三方,2,155.19,0.0,否
ORD2024020100968,2024-02-01,P0412,东北,线上官网,1,1017.06,0.09,否
ORD2024052904541,2024-05-29,P0334,华东,线下直营店,1,59.63,0.06,否
ORD2024110909563,2024-11-09,P0203,西北,线上官网,1,1890.77,0.0,否
ORD2024111109780,2024-11-11,P0337,西南,线下经销商,16,10.78,0.0,否
ORD2024122511147,2024-12-25,P0420,华北,线下直营店,1,1184.44,0.23,否
ORD2024031002125,2024-03-10,P0068,华北,线下直营店,1,4831.28,0.0,否
ORD2024112410214,2024-11-24,P0182,西南,线下经销商,2,1174.47,0.0,否
ORD2024052404374,2024-05-24,P0202,西北,线上第三方,4,1153.1,0.0,否
ORD2024091908055,2024-09-19,P0099,华南,线下直营店,1,2145.19,0.24,是
ORD2024102509105,2024-10-25,P0457,华南,线上官网,1,754.81,0.0,否
ORD2024042903621,2024-04-29,P0449,华东,企业团购,2,915.64,0.0,否
ORD2024113010396,2024-11-30,P0103,西北,企业团购,1,4300.95,0.06,否
ORD2024121610873,2024-12-16,P0493,西南,企业团购,2,1229.79,0.0,否
ORD2024071005941,2024-07-10,P0439,华南,企业团购,5,1278.87,0.0,否
ORD2024010100034,2024-01-01,P0035,西北,线上官网,1,3219.47,0.0,否
ORD2024032702621,2024-03-27,P0288,西北,企业团购,2,48.76,0.0,否
ORD2024061405013,2024-06-14,P0495,华东,线下经销商,2,1315.34,0.08,否
ORD2024111109616,2024-11-11,P0340,华南,线上官网,8,85.56,0.14,否
ORD2024101408804,2024-10-14,P0454,西南,线上第三方,2,1150.46,0.0,否
ORD2024032002413,2024-03-20,P0402,华中,线上第三方,3,591.91,0.0,否
ORD2024110609480,2024-11-06,P0077,华东,线上官网,3,2571.21,0.0,否
ORD2024070605822,2024-07-06,P0256,东北,线上第三方,1,46.18,0.23,否
ORD2024101008687,2024-10-10,P0187,华北,线下直营店,1,2855.82,0.12,否
ORD2024071105959,2024-07-11,P0171,西南,线下直营店,5,1214.85,0.0,否
ORD2024111109670,2024-11-11,P0180,华南,线上第三方,16,1380.1,0.1,否
ORD2024083107494,2024-08-31,P0328,华东,企业团购,1,18.62,0.0,否
ORD2024021201286,2024-02-12,P0390,西北,企业团购,3,1103.26,0.0,是
ORD2024121810932,2024-12-18,P0224,东北,线下直营店,1,1035.24,0.15,否
ORD2024012300674,2024-01-23,P0027,华中,线上官网,1,3566.01,0.0,否
ORD2024090507622,2024-09-05,P0419,西南,线上官网,2,713.68,0.0,否
ORD2024013000901,2024-01-30,P0457,东北,线上官网,4,740.29,0.12,否
ORD2024100108421,2024-10-01,P0488,华中,企业团购,1,814.76,0.0,否
ORD2024041203108,2024-04-12,P0476,西北,线上第三方,1,1608.61,0.0,否
ORD2024010600150,2024-01-06,P0399,华北,线下经销商,3,774.22,0.0,否
ORD2024052404396,2024-05-24,P0392,华南,线上官网,5,278.95,0.0,否
ORD2024061204956,2024-06-12,P0496,华南,线下经销商,3,1299.05,0.0,否
ORD2024112910384,2024-11-29,P0208,华北,线下经销商,3,1945.13,0.0,否
ORD2024060504741,2024-06-05,P0015,华南,线下经销商,2,3863.12,0.0,否
ORD2024050703882,2024-05-07,P0443,西南,线下经销商,4,824.28,0.0,否
ORD2024072106250,2024-07-21,P0245,华中,线下直营店,2,3002.58,0.0,否
ORD2024052604464,2024-05-26,P0411,西南,线下直营店,1,252.14,0.0,否
ORD2024091607965,2024-09-16,P0137,西北,线上第三方,2,782.08,0.0,否
ORD2024100408508,2024-10-04,P0334,华中,线上官网,3,60.95,0.0,否
ORD2024060304672,2024-06-03,P0126,西北,线上第三方,4,476.61,0.23,否
ORD2024062505505,2024-06-25,P0484,华东,线上第三方,4,252.59,0.0,否
ORD2024071105981,2024-07-11,P0261,西南,线上官网,3,89.7,0.0,否
ORD2024021101255,2024-02-11,P0386,西北,线下直营店,1,911.01,0.0,否
ORD2024012600748,2024-01-26,P0415,华中,线下直营店,1,1355.14,0.0,否
ORD2024011400380,2024-01-14,P0187,华北,企业团购,1,2955.0,0.1,否
ORD2024022601733,2024-02-26,P0114,华东,线下直营店,1,2992.79,0.0,否
ORD2024020901179,2024-02-09,P0350,华南,线上官网,5,93.87,0.2,否
ORD2024102209039,2024-10-22,P0059,华南,线上第三方,2,3471.69,0.15,否
ORD2024051404112,2024-05-14,P0317,华北,线下直营店,4,35.65,0.0,否
ORD2024021401351,2024-02-14,P0389,东北,线上官网,1,688.38,0.22,否
ORD2024072406350,2024-07-24,P0373,华中,线下直营店,1,1498.52,0.12,否
ORD2024042803616,2024-04-28,P0376,西南,线上第三方,2,1323.67,0.0,否
ORD2024022601714,2024-02-26,P0013,华北,企业团购,3,3203.25,0.0,否
ORD2024112910383,2024-11-29,P0182,华北,企业团购,2,1107.85,0.0,否
ORD2024120310484,2024-12-03,P0201,华中,企业团购,3,1706.25,0.0,否
ORD2024120710605,2024-12-07,P0052,东北,线下直营店,1,1265.85,0.0,否
ORD2024052104304,2024-05-21,P0217,华东,线下经销商,4,1135.6,0.0,否
ORD2024022201580,2024-02-22,P0127,华中,线下直营店,5,3469.16,0.0,否
ORD2024070805887,2024-07-08,P0482,西北,线下经销商,3,1117.51,0.0,否
ORD2024103009262,2024-10-30,P0259,东北,线上第三方,2,193.31,0.0,否
ORD2024122911262,2024-12-29,P0472,华东,线下直营店,1,735.56,0.22,否
ORD2024011600462,2024-01-16,P0147,华北,企业团购,3,651.45,0.0,否
ORD2024100808614,2024-10-08,P0262,华东,线上第三方,3,171.32,0.0,否
ORD2024022501693,2024-02-25,P0430,华北,线下直营店,1,1199.78,0.0,否
ORD2024051904254,2024-05-19,P0365,华中,线上官网,1,1087.19,0.0,否
ORD2024120110412,2024-12-01,P0248,华中,线下直营店,1,17.28,0.05,否
ORD2024042703571,2024-04-27,P0061,华中,线上第三方,1,519.98,0.0,否
ORD2024052404395,2024-05-24,P0425,华中,线下经销商,3,321.94,0.0,否
ORD2024082807392,2024-08-28,P0318,东北,线上官网,2,111.63,0.0,否
ORD2024082607337,2024-08-26,P0213,西南,线下经销商,1,739.51,0.0,否
ORD2024112210166,2024-11-22,P0209,华中,线上官网,1,1169.77,0.0,否
ORD2024060704825,2024-06-07,P0158,华中,线下直营店,5,2450.89,0.0,否
ORD2024022401644,2024-02-24,P0448,西南,线下经销商,1,1127.4,0.0,否
ORD2024111209859,2024-11-12,P0089,西南,线下直营店,3,3441.85,0.0,否
ORD2024072006217,2024-07-20,P0418,华北,企业团购,1,118.06,0.0,否
ORD2024082307245,2024-08-23,P0128,西南,线下经销商,2,2129.89,0.2,否
ORD2024012900851,2024-01-29,P0191,华南,线下直营店,5,1516.08,0.0,否
ORD2024013000909,2024-01-30,P0001,华南,线上第三方,4,594.81,0.0,否
ORD2024120110414,2024-12-01,P0232,东北,线上第三方,2,2175.57,0.0,否
ORD2024031602319,2024-03-16,P0134,西北,线下经销商,2,72.98,0.0,否
ORD2024050203709,2024-05-02,P0114,东北,线下直营店,2,2848.19,0.0,否
ORD2024070805873,2024-07-08,P0357,东北,线上第三方,5,81.96,0.0,否
