timestamp,server,metric,value,unit,is_anomaly
2024-01-01 02:00:00,server_J,network_io,45.45,MB/s,否
2024-01-01 02:00:00,server_J,response_time,36.2,ms,否
2024-01-01 03:00:00,server_A,cpu_usage,26.26,%,否
2024-01-01 03:00:00,server_A,memory_usage,41.76,%,否
2024-01-01 03:00:00,server_A,disk_usage,66.73,%,否
2024-01-01 03:00:00,server_A,network_io,40.13,MB/s,否
2024-01-01 03:00:00,server_A,response_time,34.37,ms,否
2024-01-01 03:00:00,server_B,cpu_usage,29.77,%,否
2024-01-01 03:00:00,server_B,memory_usage,26.39,%,否
2024-01-01 03:00:00,server_B,disk_usage,32.71,%,否
2024-01-01 03:00:00,server_B,network_io,20.66,MB/s,否
2024-01-01 03:00:00,server_B,response_time,74.58,ms,否
2024-01-01 03:00:00,server_C,cpu_usage,31.26,%,否
2024-01-01 03:00:00,server_C,memory_usage,32.1,%,否
2024-01-01 03:00:00,server_C,disk_usage,75.75,%,否
2024-01-01 03:00:00,server_C,network_io,34.42,MB/s,否
2024-01-01 03:00:00,server_C,response_time,25.1,ms,否
2024-01-01 03:00:00,server_D,cpu_usage,54.21,%,否
2024-01-01 03:00:00,server_D,memory_usage,22.69,%,否
2024-01-01 03:00:00,server_D,disk_usage,79.19,%,否
2024-01-01 03:00:00,server_D,network_io,49.03,MB/s,否
2024-01-01 03:00:00,server_D,response_time,22.88,ms,否
2024-01-01 03:00:00,server_E,cpu_usage,25.59,%,否
2024-01-01 03:00:00,server_E,memory_usage,38.52,%,否
2024-01-01 03:00:00,server_E,disk_usage,78.83,%,否
2024-01-01 03:00:00,server_E,network_io,65.1,MB/s,否
2024-01-01 03:00:00,server_E,response_time,77.52,ms,否
2024-01-01 03:00:00,server_F,cpu_usage,50.01,%,否
2024-01-01 03:00:00,server_F,memory_usage,38.87,%,否
2024-01-01 03:00:00,server_F,disk_usage,43.44,%,否
2024-01-01 03:00:00,server_F,network_io,41.35,MB/s,否
2024-01-01 03:00:00,server_F,response_time,27.77,ms,否
2024-01-01 03:00:00,server_G,cpu_usage,60.48,%,否
2024-01-01 03:00:00,server_G,memory_usage,39.88,%,否
2024-01-01 03:00:00,server_G,disk_usage,73.79,%,否
2024-01-01 03:00:00,server_G,network_io,50.21,MB/s,否
2024-01-01 03:00:00,server_G,response_time,50.13,ms,否
2024-01-01 03:00:00,server_H,cpu_usage,66.5,%,否
2024-01-01 03:00:00,server_H,memory_usage,21.42,%,否
2024-01-01 03:00:00,server_H,disk_usage,67.76,%,否
2024-01-01 03:00:00,server_H,network_io,48.62,MB/s,否
2024-01-01 03:00:00,server_H,response_time,72.13,ms,否
2024-01-01 03:00:00,server_I,cpu_usage,22.24,%,否
2024-01-01 03:00:00,server_I,memory_usage,29.67,%,否
2024-01-01 03:00:00,server_I,disk_usage,60.94,%,否
2024-01-01 03:00:00,server_I,network_io,24.73,MB/s,否
2024-01-01 03:00:00,server_I,response_time,57.56,ms,否
2024-01-01 03:00:00,server_J,cpu_usage,77.17,%,否
2024-01-01 03:00:00,server_J,memory_usage,33.89,%,否
2024-01-01 03:00:00,server_J,disk_usage,32.94,%,否
2024-01-01 03:00:00,server_J,network_io,60.89,MB/s,否
2024-01-01 03:00:00,server_J,response_time,28.45,ms,否
2024-01-01 04:00:00,server_A,cpu_usage,63.11,%,否
2024-01-01 04:00:00,server_A,memory_usage,79.6,%,否
2024-01-01 04:00:00,server_A,disk_usage,50.1,%,否
2024-01-01 04:00:00,server_A,network_io,79.54,MB/s,否
2024-01-01 04:00:00,server_A,response_time,56.52,ms,否
2024-01-01 04:00:00,server_B,cpu_usage,51.4,%,否
2024-01-01 04:00:00,server_B,memory_usage,66.12,%,否
2024-01-01 04:00:00,server_B,disk_usage,46.85,%,否
2024-01-01 04:00:00,server_B,network_io,27.87,MB/s,否
2024-01-01 04:00:00,server_B,response_time,37.45,ms,否
2024-01-01 04:00:00,server_C,cpu_usage,57.41,%,否
2024-01-01 04:00:00,server_C,memory_usage,76.41,%,否
2024-01-01 04:00:00,server_C,disk_usage,22.4,%,否
2024-01-01 04:00:00,server_C,network_io,62.77,MB/s,否
2024-01-01 04:00:00,server_C,response_time,60.97,ms,否
2024-01-01 04:00:00,server_D,cpu_usage,34.35,%,否
2024-01-01 04:00:00,server_D,memory_usage,79.82,%,否
2024-01-01 04:00:00,server_D,disk_usage,56.41,%,否
2024-01-01 04:00:00,server_D,network_io,77.48,MB/s,否
2024-01-01 04:00:00,server_D,response_time,54.01,ms,否
2024-01-01 04:00:00,server_E,cpu_usage,79.66,%,否
2024-01-01 04:00:00,server_E,memory_usage,25.84,%,否
2024-01-01 04:00:00,server_E,disk_usage,20.9,%,否
2024-01-01 04:00:00,server_E,network_io,65.98,MB/s,否
2024-01-01 04:00:00,server_E,response_time,38.57,ms,否
2024-01-01 04:00:00,server_F,cpu_usage,72.05,%,否
2024-01-01 04:00:00,server_F,memory_usage,67.84,%,否
2024-01-01 04:00:00,server_F,disk_usage,73.71,%,否
2024-01-01 04:00:00,server_F,network_io,49.93,MB/s,否
2024-01-01 04:00:00,server_F,response_time,47.29,ms,否
2024-01-01 04:00:00,server_G,cpu_usage,30.18,%,否
2024-01-01 04:00:00,server_G,memory_usage,37.74,%,否
2024-01-01 04:00:00,server_G,disk_usage,24.09,%,否
2024-01-01 04:00:00,server_G,network_io,54.59,MB/s,否
2024-01-01 04:00:00,server_G,response_time,41.2,ms,否
2024-01-01 04:00:00,server_H,cpu_usage,24.27,%,否
2024-01-01 04:00:00,server_H,memory_usage,62.64,%,否
2024-01-01 04:00:00,server_H,disk_usage,47.64,%,否
2024-01-01 04:00:00,server_H,network_io,79.17,MB/s,否
2024-01-01 04:00:00,server_H,response_time,78.71,ms,否
2024-01-01 04:00:00,server_I,cpu_usage,65.79,%,否
2024-01-01 04:00:00,server_I,memory_usage,46.52,%,否
2024-01-01 04:00:00,server_I,disk_usage,75.45,%,否
2024-01-01 04:00:00,server_I,network_io,76.39,MB/s,否
2024-01-01 04:00:00,server_I,response_time,78.3,ms,否
2024-01-01 04:00:00,server_J,cpu_usage,49.3,%,否
2024-01-01 04:00:00,server_J,memory_usage,41.81,%,否
2024-01-01 04:00:00,server_J,disk_usage,37.2,%,否
2024-01-01 04:00:00,server_J,network_io,44.54,MB/s,否
2024-01-01 04:00:00,server_J,response_time,57.18,ms,否
2024-01-01 05:00:00,server_A,cpu_usage,60.84,%,否
2024-01-01 05:00:00,server_A,memory_usage,46.45,%,否
2024-01-01 05:00:00,server_A,disk_usage,50.75,%,否
2024-01-01 05:00:00,server_A,network_io,57.48,MB/s,否
2024-01-01 05:00:00,server_A,response_time,38.82,ms,否
2024-01-01 05:00:00,server_B,cpu_usage,25.01,%,否
2024-01-01 05:00:00,server_B,memory_usage,44.79,%,否
2024-01-01 05:00:00,server_B,disk_usage,47.01,%,否
2024-01-01 05:00:00,server_B,network_io,72.64,MB/s,否
2024-01-01 05:00:00,server_B,response_time,79.47,ms,否
2024-01-01 05:00:00,server_C,cpu_usage,22.56,%,否
2024-01-01 05:00:00,server_C,memory_usage,78.65,%,否
2024-01-01 05:00:00,server_C,disk_usage,23.42,%,否
2024-01-01 05:00:00,server_C,network_io,67.44,MB/s,否
2024-01-01 05:00:00,server_C,response_time,61.98,ms,否
2024-01-01 05:00:00,server_D,cpu_usage,53.65,%,否
2024-01-01 05:00:00,server_D,memory_usage,29.27,%,否
2024-01-01 05:00:00,server_D,disk_usage,26.32,%,否
2024-01-01 05:00:00,server_D,network_io,42.55,MB/s,否
2024-01-01 05:00:00,server_D,response_time,54.21,ms,否
2024-01-01 05:00:00,server_E,cpu_usage,71.23,%,否
2024-01-01 05:00:00,server_E,memory_usage,33.38,%,否
2024-01-01 05:00:00,server_E,disk_usage,72.45,%,否
2024-01-01 05:00:00,server_E,network_io,60.15,MB/s,否
2024-01-01 05:00:00,server_E,response_time,40.94,ms,否
2024-01-01 05:00:00,server_F,cpu_usage,48.11,%,否
2024-01-01 05:00:00,server_F,memory_usage,52.11,%,否
2024-01-01 05:00:00,server_F,disk_usage,69.1,%,否
2024-01-01 05:00:00,server_F,network_io,26.55,MB/s,否
2024-01-01 05:00:00,server_F,response_time,30.82,ms,否
2024-01-01 05:00:00,server_G,cpu_usage,26.5,%,否
2024-01-01 05:00:00,server_G,memory_usage,77.57,%,否
2024-01-01 05:00:00,server_G,disk_usage,43.82,%,否
2024-01-01 05:00:00,server_G,network_io,45.99,MB/s,否
2024-01-01 05:00:00,server_G,response_time,44.09,ms,否
2024-01-01 05:00:00,server_H,cpu_usage,23.87,%,否
2024-01-01 05:00:00,server_H,memory_usage,40.55,%,否
2024-01-01 05:00:00,server_H,disk_usage,56.26,%,否
2024-01-01 05:00:00,server_H,network_io,32.76,MB/s,否
2024-01-01 05:00:00,server_H,response_time,64.48,ms,否
2024-01-01 05:00:00,server_I,cpu_usage,26.86,%,否
2024-01-01 05:00:00,server_I,memory_usage,47.27,%,否
2024-01-01 05:00:00,server_I,disk_usage,52.7,%,否
2024-01-01 05:00:00,server_I,network_io,76.91,MB/s,否
2024-01-01 05:00:00,server_I,response_time,28.73,ms,否
2024-01-01 05:00:00,server_J,cpu_usage,32.81,%,否
2024-01-01 05:00:00,server_J,memory_usage,54.09,%,否
2024-01-01 05:00:00,server_J,disk_usage,79.27,%,否
2024-01-01 05:00:00,server_J,network_io,66.45,MB/s,否
2024-01-01 05:00:00,server_J,response_time,23.74,ms,否
2024-01-01 06:00:00,server_A,cpu_usage,68.51,%,否
2024-01-01 06:00:00,server_A,memory_usage,67.37,%,否
2024-01-01 06:00:00,server_A,disk_usage,78.71,%,否
2024-01-01 06:00:00,server_A,network_io,32.81,MB/s,否
2024-01-01 06:00:00,server_A,response_time,32.69,ms,否
2024-01-01 06:00:00,server_B,cpu_usage,21.38,%,否
2024-01-01 06:00:00,server_B,memory_usage,65.52,%,否
2024-01-01 06:00:00,server_B,disk_usage,45.38,%,否
2024-01-01 06:00:00,server_B,network_io,35.12,MB/s,否
2024-01-01 06:00:00,server_B,response_time,30.57,ms,否
2024-01-01 06:00:00,server_C,cpu_usage,28.5,%,否
2024-01-01 06:00:00,server_C,memory_usage,36.43,%,否
2024-01-01 06:00:00,server_C,disk_usage,24.9,%,否
2024-01-01 06:00:00,server_C,network_io,72.43,MB/s,否
2024-01-01 06:00:00,server_C,response_time,47.09,ms,否
2024-01-01 06:00:00,server_D,cpu_usage,45.18,%,否
2024-01-01 06:00:00,server_D,memory_usage,32.85,%,否
2024-01-01 06:00:00,server_D,disk_usage,73.58,%,否
2024-01-01 06:00:00,server_D,network_io,31.04,MB/s,否
2024-01-01 06:00:00,server_D,response_time,23.22,ms,否
2024-01-01 06:00:00,server_E,cpu_usage,73.7,%,否
2024-01-01 06:00:00,server_E,memory_usage,45.71,%,否
2024-01-01 06:00:00,server_E,disk_usage,77.8,%,否
2024-01-01 06:00:00,server_E,network_io,37.81,MB/s,否
2024-01-01 06:00:00,server_E,response_time,31.92,ms,否
2024-01-01 06:00:00,server_F,cpu_usage,76.52,%,否
2024-01-01 06:00:00,server_F,memory_usage,48.9,%,否
2024-01-01 06:00:00,server_F,disk_usage,52.13,%,否
2024-01-01 06:00:00,server_F,network_io,67.03,MB/s,否
2024-01-01 06:00:00,server_F,response_time,77.94,ms,否
2024-01-01 06:00:00,server_G,cpu_usage,46.21,%,否
2024-01-01 06:00:00,server_G,memory_usage,74.76,%,否
2024-01-01 06:00:00,server_G,disk_usage,54.22,%,否
2024-01-01 06:00:00,server_G,network_io,69.38,MB/s,否
2024-01-01 06:00:00,server_G,response_time,53.65,ms,否
2024-01-01 06:00:00,server_H,cpu_usage,73.63,%,否
2024-01-01 06:00:00,server_H,memory_usage,31.91,%,否
2024-01-01 06:00:00,server_H,disk_usage,63.36,%,否
2024-01-01 06:00:00,server_H,network_io,54.71,MB/s,否
2024-01-01 06:00:00,server_H,response_time,28.68,ms,否
2024-01-01 06:00:00,server_I,cpu_usage,59.84,%,否
2024-01-01 06:00:00,server_I,memory_usage,69.41,%,否
2024-01-01 06:00:00,server_I,disk_usage,64.06,%,否
2024-01-01 06:00:00,server_I,network_io,69.51,MB/s,否
2024-01-01 06:00:00,server_I,response_time,63.99,ms,否
2024-01-01 06:00:00,server_J,cpu_usage,20.85,%,否
2024-01-01 06:00:00,server_J,memory_usage,73.79,%,否
2024-01-01 06:00:00,server_J,disk_usage,76.03,%,否
2024-01-01 06:00:00,server_J,network_io,49.97,MB/s,否
2024-01-01 06:00:00,server_J,response_time,38.98,ms,否
2024-01-01 07:00:00,server_A,cpu_usage,67.52,%,否
2024-01-01 07:00:00,server_A,memory_usage,60.44,%,否
2024-01-01 07:00:00,server_A,disk_usage,35.77,%,否
2024-01-01 07:00:00,server_A,network_io,63.34,MB/s,否
2024-01-01 07:00:00,server_A,response_time,79.29,ms,否
2024-01-01 07:00:00,server_B,cpu_usage,76.6,%,否
2024-01-01 07:00:00,server_B,memory_usage,71.44,%,否
2024-01-01 07:00:00,server_B,disk_usage,58.06,%,否
2024-01-01 07:00:00,server_B,network_io,58.33,MB/s,否
2024-01-01 07:00:00,server_B,response_time,54.7,ms,否
2024-01-01 07:00:00,server_C,cpu_usage,22.19,%,否
2024-01-01 07:00:00,server_C,memory_usage,64.74,%,否
2024-01-01 07:00:00,server_C,disk_usage,31.26,%,否
2024-01-01 07:00:00,server_C,network_io,61.79,MB/s,否
2024-01-01 07:00:00,server_C,response_time,66.46,ms,否
2024-01-01 07:00:00,server_D,cpu_usage,56.06,%,否
2024-01-01 07:00:00,server_D,memory_usage,32.97,%,否
2024-01-01 07:00:00,server_D,disk_usage,32.59,%,否
2024-01-01 07:00:00,server_D,network_io,31.47,MB/s,否
2024-01-01 07:00:00,server_D,response_time,60.78,ms,否
2024-01-01 07:00:00,server_E,cpu_usage,77.31,%,否
2024-01-01 07:00:00,server_E,memory_usage,42.22,%,否
2024-01-01 07:00:00,server_E,disk_usage,41.83,%,否
2024-01-01 07:00:00,server_E,network_io,38.12,MB/s,否
2024-01-01 07:00:00,server_E,response_time,38.42,ms,否
2024-01-01 07:00:00,server_F,cpu_usage,69.14,%,否
2024-01-01 07:00:00,server_F,memory_usage,27.48,%,否
2024-01-01 07:00:00,server_F,disk_usage,49.95,%,否
2024-01-01 07:00:00,server_F,network_io,79.94,MB/s,否
2024-01-01 07:00:00,server_F,response_time,44.84,ms,否
2024-01-01 07:00:00,server_G,cpu_usage,41.1,%,否
2024-01-01 07:00:00,server_G,memory_usage,69.69,%,否
2024-01-01 07:00:00,server_G,disk_usage,45.55,%,否
2024-01-01 07:00:00,server_G,network_io,78.44,MB/s,否
2024-01-01 07:00:00,server_G,response_time,40.15,ms,否
2024-01-01 07:00:00,server_H,cpu_usage,75.58,%,否
2024-01-01 07:00:00,server_H,memory_usage,47.53,%,否
2024-01-01 07:00:00,server_H,disk_usage,42.39,%,否
2024-01-01 07:00:00,server_H,network_io,53.17,MB/s,否
2024-01-01 07:00:00,server_H,response_time,29.76,ms,否
2024-01-01 07:00:00,server_I,cpu_usage,46.15,%,否
2024-01-01 07:00:00,server_I,memory_usage,37.1,%,否
2024-01-01 07:00:00,server_I,disk_usage,59.58,%,否
2024-01-01 07:00:00,server_I,network_io,60.82,MB/s,否
2024-01-01 07:00:00,server_I,response_time,58.05,ms,否
2024-01-01 07:00:00,server_J,cpu_usage,62.13,%,否
2024-01-01 07:00:00,server_J,memory_usage,76.27,%,否
2024-01-01 07:00:00,server_J,disk_usage,74.35,%,否
2024-01-01 07:00:00,server_J,network_io,25.95,MB/s,否
2024-01-01 07:00:00,server_J,response_time,25.26,ms,否
2024-01-01 08:00:00,server_A,cpu_usage,70.23,%,否
2024-01-01 08:00:00,server_A,memory_usage,25.38,%,否
2024-01-01 08:00:00,server_A,disk_usage,20.99,%,否
2024-01-01 08:00:00,server_A,network_io,75.95,MB/s,否
2024-01-01 08:00:00,server_A,response_time,26.22,ms,否
2024-01-01 08:00:00,server_B,cpu_usage,65.0,%,否
2024-01-01 08:00:00,server_B,memory_usage,57.43,%,否
2024-01-01 08:00:00,server_B,disk_usage,52.68,%,否
2024-01-01 08:00:00,server_B,network_io,58.01,MB/s,否
2024-01-01 08:00:00,server_B,response_time,50.2,ms,否
2024-01-01 08:00:00,server_C,cpu_usage,68.35,%,否
2024-01-01 08:00:00,server_C,memory_usage,60.06,%,否
2024-01-01 08:00:00,server_C,disk_usage,71.1,%,否
2024-01-01 08:00:00,server_C,network_io,32.71,MB/s,否
2024-01-01 08:00:00,server_C,response_time,66.61,ms,否
2024-01-01 08:00:00,server_D,cpu_usage,53.1,%,否
2024-01-01 08:00:00,server_D,memory_usage,26.87,%,否
2024-01-01 08:00:00,server_D,disk_usage,71.38,%,否
2024-01-01 08:00:00,server_D,network_io,77.03,MB/s,否
2024-01-01 08:00:00,server_D,response_time,41.04,ms,否
2024-01-01 08:00:00,server_E,cpu_usage,67.63,%,否
2024-01-01 08:00:00,server_E,memory_usage,47.84,%,否
2024-01-01 08:00:00,server_E,disk_usage,74.48,%,否
2024-01-01 08:00:00,server_E,network_io,58.69,MB/s,否
2024-01-01 08:00:00,server_E,response_time,67.08,ms,否
2024-01-01 08:00:00,server_F,cpu_usage,43.75,%,否
2024-01-01 08:00:00,server_F,memory_usage,76.38,%,否
2024-01-01 08:00:00,server_F,disk_usage,66.93,%,否
2024-01-01 08:00:00,server_F,network_io,50.45,MB/s,否
2024-01-01 08:00:00,server_F,response_time,36.06,ms,否
2024-01-01 08:00:00,server_G,cpu_usage,59.52,%,否
2024-01-01 08:00:00,server_G,memory_usage,38.44,%,否
2024-01-01 08:00:00,server_G,disk_usage,74.16,%,否
2024-01-01 08:00:00,server_G,network_io,74.56,MB/s,否
2024-01-01 08:00:00,server_G,response_time,60.4,ms,否
2024-01-01 08:00:00,server_H,cpu_usage,20.25,%,否
2024-01-01 08:00:00,server_H,memory_usage,74.54,%,否
2024-01-01 08:00:00,server_H,disk_usage,21.96,%,否
2024-01-01 08:00:00,server_H,network_io,21.57,MB/s,否
2024-01-01 08:00:00,server_H,response_time,67.43,ms,否
2024-01-01 08:00:00,server_I,cpu_usage,70.45,%,否
2024-01-01 08:00:00,server_I,memory_usage,51.14,%,否
2024-01-01 08:00:00,server_I,disk_usage,64.47,%,否
2024-01-01 08:00:00,server_I,network_io,39.05,MB/s,否
2024-01-01 08:00:00,server_I,response_time,30.22,ms,否
2024-01-01 08:00:00,server_J,cpu_usage,54.33,%,否
2024-01-01 08:00:00,server_J,memory_usage,45.8,%,否
