alarm_id,server,alarm_type,severity,threshold,actual_value,created_at,resolved_at,duration_minutes,status,handled_by
ALM20240101015,server_D,服务宕机,提示,80.86030693181802,86.55746669289545,2024-12-07 16:00:00,2024-12-07 18:00:00,120,已恢复,admin_3006
ALM20240101016,server_C,内存不足,提示,83.33781950519716,98.8574332704826,2024-03-29 21:00:00,2024-03-29 23:33:00,153,已恢复,admin_3008
ALM20240101017,server_E,磁盘告警,提示,92.02832632101767,90.96299439515764,2024-09-09 10:00:00,2024-09-09 10:16:00,16,已恢复,admin_3005
ALM20240101018,server_J,网络异常,提示,83.75519649048468,85.51965098217948,2024-05-22 17:00:00,2024-05-22 19:59:00,179,待确认,admin_3003
ALM20240101019,server_F,磁盘告警,提示,84.66489759793097,92.0062460659678,2024-08-02 03:00:00,2024-08-02 04:46:00,106,待确认,admin_3010
ALM20240101020,server_C,CPU过高,警告,90.05507715577733,86.16098967283186,2024-10-19 15:00:00,2024-10-19 15:19:00,19,待确认,admin_3001
ALM20240101021,server_G,CPU过高,严重,82.23223950324459,94.16076110943794,2024-06-08 15:00:00,2024-06-08 17:56:00,176,待确认,admin_3006
ALM20240101022,server_J,响应超时,严重,91.36373636829148,88.9777580125342,2024-05-14 09:00:00,2024-05-14 09:26:00,26,已恢复,admin_3003
ALM20240101023,server_H,CPU过高,警告,80.1591560474319,89.82080102863388,2024-11-12 21:00:00,2024-11-12 22:51:00,111,已恢复,admin_3004
ALM20240101024,server_G,响应超时,警告,91.57432459207226,99.73243266241056,2024-08-18 05:00:00,2024-08-18 06:15:00,75,已恢复,admin_3005
ALM20240101025,server_B,服务宕机,提示,80.47056696318977,91.06899615230701,2024-10-02 11:00:00,2024-10-02 11:27:00,27,待确认,admin_3004
ALM20240101026,server_G,网络异常,提示,81.06923979824543,86.73037742193077,2024-03-31 05:00:00,2024-03-31 07:57:00,177,待确认,admin_3006
ALM20240101027,server_J,响应超时,严重,90.22354950615448,87.67819126656458,2024-02-28 05:00:00,2024-02-28 06:33:00,93,已恢复,admin_3007
ALM20240101028,server_C,内存不足,提示,82.13048207656139,90.2222660087156,2024-11-01 09:00:00,2024-11-01 09:40:00,40,已恢复,admin_3009
ALM20240101029,server_G,CPU过高,警告,86.0782161400877,95.19454208961461,2024-08-14 10:00:00,2024-08-14 12:07:00,127,待确认,admin_3005
ALM20240101030,server_D,网络异常,警告,80.21091220896517,93.77960196431272,2024-07-05 16:00:00,2024-07-05 18:18:00,138,待确认,admin_3005
ALM20240101031,server_D,网络异常,提示,83.27211611632615,97.75422714302424,2024-01-25 16:00:00,2024-01-25 16:56:00,56,待确认,admin_3010
ALM20240101032,server_I,网络异常,警告,89.66674192074683,85.35393609204452,2024-04-03 12:00:00,2024-04-03 13:51:00,111,处理中,admin_3010
ALM20240101033,server_D,CPU过高,严重,80.74192295071659,97.17349676152173,2024-07-08 13:00:00,2024-07-08 14:30:00,90,处理中,admin_3001
ALM20240101034,server_A,磁盘告警,警告,93.10586646263232,94.28187796719988,2024-11-11 06:00:00,2024-11-11 07:49:00,109,已恢复,admin_3004
ALM20240101035,server_C,响应超时,严重,83.23879955013948,92.08407256253257,2024-08-19 02:00:00,2024-08-19 03:12:00,72,已恢复,admin_3008
ALM20240101036,server_C,响应超时,严重,90.27857926573304,99.84041289133485,2024-10-18 07:00:00,2024-10-18 09:33:00,153,待确认,admin_3005
ALM20240101037,server_C,网络异常,警告,91.12140549823599,86.88942610592514,2024-10-19 10:00:00,2024-10-19 11:11:00,71,待确认,admin_3004
ALM20240101038,server_I,内存不足,严重,91.28006066859236,85.44668588925671,2024-07-21 23:00:00,2024-07-22 01:31:00,151,待确认,admin_3002
ALM20240101039,server_I,CPU过高,提示,93.64967446778819,91.24672184737419,2024-11-11 11:00:00,,161,待确认,admin_3001
ALM20240101040,server_J,服务宕机,提示,90.85746486437304,88.94160159149166,2024-10-28 16:00:00,2024-10-28 16:12:00,12,已恢复,admin_3007
ALM20240101041,server_E,磁盘告警,警告,92.43594152409852,87.78517616732836,2024-03-31 14:00:00,2024-03-31 14:42:00,42,处理中,admin_3003
ALM20240101042,server_C,响应超时,提示,90.66311955892233,92.26562144377631,2024-07-18 15:00:00,2024-07-18 16:04:00,64,已恢复,admin_3002
ALM20240101043,server_C,磁盘告警,严重,91.65715676877662,90.88527280298986,2024-06-10 11:00:00,2024-06-10 12:05:00,65,已恢复,admin_3003
ALM20240101044,server_F,CPU过高,严重,90.56932292861138,90.9194783126844,2024-10-17 14:00:00,2024-10-17 15:09:00,69,已恢复,admin_3007
ALM20240101045,server_C,磁盘告警,提示,91.7490036776278,98.18119106138943,2024-01-03 17:00:00,2024-01-03 18:47:00,107,待确认,admin_3007
ALM20240101046,server_F,网络异常,警告,92.65751132543468,94.62112336325966,2024-08-06 23:00:00,2024-08-06 23:06:00,6,待确认,admin_3005
ALM20240101047,server_B,服务宕机,严重,83.18295161193984,98.44766975953516,2024-09-02 02:00:00,2024-09-02 04:59:00,179,处理中,admin_3003
ALM20240101048,server_B,服务宕机,提示,81.3090170775359,88.94633624405152,2024-04-08 23:00:00,2024-04-09 01:31:00,151,处理中,admin_3001
ALM20240101049,server_J,响应超时,提示,92.86583585760592,90.1032943647611,2024-07-29 06:00:00,2024-07-29 07:55:00,115,已恢复,admin_3007
ALM20240101050,server_F,磁盘告警,提示,89.27993725303871,96.28352857162747,2024-08-22 23:00:00,,112,待确认,admin_3007
ALM20240101051,server_G,CPU过高,提示,82.75675946525241,87.95967352147089,2024-07-30 18:00:00,2024-07-30 19:58:00,118,处理中,admin_3010
ALM20240101052,server_B,磁盘告警,严重,86.75468526780186,85.06795619479779,2024-12-29 18:00:00,2024-12-29 19:33:00,93,待确认,admin_3005
ALM20240101053,server_B,网络异常,严重,86.44737827005221,86.79461346910723,2024-03-20 09:00:00,2024-03-20 11:40:00,160,处理中,admin_3005
ALM20240101054,server_B,内存不足,提示,84.52277952408676,99.50593996558806,2024-03-16 05:00:00,2024-03-16 05:42:00,42,待确认,admin_3010
ALM20240101055,server_B,响应超时,提示,93.10812988902109,95.23713434968214,2024-09-02 06:00:00,,136,已恢复,admin_3005
ALM20240101056,server_H,磁盘告警,严重,80.46882484051982,87.64985247599945,2024-08-15 06:00:00,2024-08-15 06:31:00,31,待确认,admin_3004
ALM20240101057,server_I,响应超时,严重,83.52725060674827,92.10932788637894,2024-10-13 10:00:00,,8,处理中,admin_3004
ALM20240101058,server_F,响应超时,警告,90.9779720606383,99.7705532988993,2024-06-14 02:00:00,2024-06-14 03:00:00,60,已恢复,admin_3002
ALM20240101059,server_J,响应超时,提示,94.49389331763693,98.40737000107703,2024-12-22 14:00:00,2024-12-22 14:24:00,24,已恢复,admin_3006
ALM20240101060,server_B,响应超时,警告,93.0744839750754,97.98026710648676,2024-05-13 14:00:00,2024-05-13 16:45:00,165,待确认,admin_3009
ALM20240101061,server_B,网络异常,警告,88.16765731999024,99.45879460954018,2024-03-26 10:00:00,2024-03-26 11:22:00,82,已恢复,admin_3001
ALM20240101062,server_J,响应超时,提示,93.53505530124518,88.8206084081149,2024-07-22 17:00:00,2024-07-22 17:39:00,39,待确认,admin_3001
ALM20240101063,server_F,网络异常,严重,90.11422033123556,91.2642918422338,2024-03-29 16:00:00,2024-03-29 17:22:00,82,已恢复,admin_3010
ALM20240101064,server_B,网络异常,提示,82.63992805434174,99.12146370410962,2024-12-05 20:00:00,2024-12-05 22:16:00,136,已恢复,admin_3002
ALM20240101065,server_G,磁盘告警,严重,83.00462520312348,98.80968084752132,2024-06-03 10:00:00,2024-06-03 11:08:00,68,已恢复,admin_3004
ALM20240101066,server_G,CPU过高,警告,81.5070054414883,97.3905105900967,2024-07-31 14:00:00,2024-07-31 15:19:00,79,已恢复,admin_3004
ALM20240101067,server_H,响应超时,提示,92.46834172721124,90.73829879644738,2024-08-19 21:00:00,,10,处理中,admin_3005
ALM20240101068,server_J,磁盘告警,严重,92.06881740072042,87.61119541987969,2024-09-04 00:00:00,2024-09-04 01:51:00,111,待确认,admin_3010
ALM20240101069,server_G,服务宕机,警告,82.10640143460887,93.91121638113827,2024-06-03 00:00:00,2024-06-03 02:54:00,174,已恢复,admin_3001
ALM20240101070,server_G,内存不足,提示,82.93065835518952,94.23791294052215,2024-05-19 02:00:00,2024-05-19 04:26:00,146,待确认,admin_3007
ALM20240101071,server_H,磁盘告警,提示,90.34280381381569,93.37299593371824,2024-08-15 17:00:00,2024-08-15 19:46:00,166,处理中,admin_3005
ALM20240101072,server_C,响应超时,警告,85.1678026370812,98.15533546216962,2024-01-08 03:00:00,2024-01-08 05:40:00,160,处理中,admin_3006
ALM20240101073,server_B,网络异常,严重,84.42440174959626,88.50957533808447,2024-01-01 08:00:00,2024-01-01 09:45:00,105,处理中,admin_3001
ALM20240101074,server_C,网络异常,警告,85.04449702218267,90.18541314900001,2024-04-26 19:00:00,2024-04-26 21:04:00,124,待确认,admin_3001
ALM20240101075,server_E,内存不足,警告,94.00624286309764,96.2861384147937,2024-10-24 09:00:00,2024-10-24 09:27:00,27,处理中,admin_3004
ALM20240101076,server_D,服务宕机,警告,89.69488642984571,87.4069560885904,2024-07-28 21:00:00,2024-07-28 21:19:00,19,已恢复,admin_3004
ALM20240101077,server_J,服务宕机,警告,87.29287987706167,88.24279448695931,2024-02-29 06:00:00,2024-02-29 06:43:00,43,处理中,admin_3004
ALM20240101078,server_F,服务宕机,提示,81.62106933498197,94.09710341653694,2024-07-02 17:00:00,2024-07-02 19:59:00,179,处理中,admin_3007
ALM20240101079,server_I,网络异常,提示,92.012666760853,93.63364392683242,2024-05-06 16:00:00,2024-05-06 17:37:00,97,待确认,admin_3005
ALM20240101080,server_D,网络异常,警告,82.64953048928714,92.45986052941011,2024-04-26 15:00:00,,109,已恢复,admin_3007
ALM20240101081,server_F,服务宕机,警告,85.20644787444512,87.92908060612102,2024-07-08 06:00:00,2024-07-08 08:48:00,168,处理中,admin_3001
ALM20240101082,server_I,服务宕机,警告,87.53829186168764,94.85985399728268,2024-08-05 21:00:00,2024-08-05 23:30:00,150,待确认,admin_3007
ALM20240101083,server_J,响应超时,警告,90.55816879314955,92.80764091762066,2024-04-30 01:00:00,2024-04-30 03:40:00,160,待确认,admin_3005
ALM20240101084,server_D,响应超时,提示,84.48804489288919,88.2900845354591,2024-03-03 14:00:00,2024-03-03 16:33:00,153,待确认,admin_3002
ALM20240101085,server_F,磁盘告警,警告,90.8331543065449,99.68191134268756,2024-05-14 05:00:00,,23,处理中,admin_3008
ALM20240101086,server_C,服务宕机,警告,87.41935293320957,85.49491196601514,2024-07-18 04:00:00,,84,处理中,admin_3003
ALM20240101087,server_H,CPU过高,严重,85.52270661124821,98.81355350411127,2024-12-08 22:00:00,2024-12-09 00:09:00,129,已恢复,admin_3001
ALM20240101088,server_J,服务宕机,警告,84.80707266296278,95.00652305537052,2024-08-19 21:00:00,,118,已恢复,admin_3007
ALM20240101089,server_B,服务宕机,警告,80.34671077366907,87.54372464417264,2024-12-26 20:00:00,2024-12-26 21:35:00,95,已恢复,admin_3005
ALM20240101090,server_A,磁盘告警,严重,90.68213675995506,85.93816524360604,2024-07-27 03:00:00,,97,已恢复,admin_3010
ALM20240101091,server_J,内存不足,警告,81.32061173286993,95.49990775554718,2024-03-18 04:00:00,2024-03-18 04:18:00,18,已恢复,admin_3003
ALM20240101092,server_A,CPU过高,提示,81.40501599429366,91.61807864048126,2024-10-26 22:00:00,2024-10-26 23:36:00,96,处理中,admin_3003
ALM20240101093,server_F,磁盘告警,警告,81.89822348661399,92.22375387370789,2024-11-11 18:00:00,2024-11-11 18:19:00,19,待确认,admin_3001
ALM20240101094,server_F,网络异常,提示,91.54982160325628,89.69962250926459,2024-05-09 19:00:00,2024-05-09 21:11:00,131,处理中,admin_3005
ALM20240101095,server_D,内存不足,严重,91.65260537327362,97.76315588145133,2024-03-10 12:00:00,2024-03-10 13:04:00,64,处理中,admin_3007
ALM20240101096,server_A,内存不足,提示,84.36434059159312,87.9974540463071,2024-06-24 02:00:00,,151,已恢复,admin_3005
ALM20240101097,server_B,网络异常,严重,86.08381427770392,96.56436325496436,2024-02-15 06:00:00,2024-02-15 06:15:00,15,待确认,admin_3005
ALM20240101098,server_F,响应超时,提示,88.48953320567529,98.11638485588396,2024-10-24 01:00:00,2024-10-24 01:56:00,56,已恢复,admin_3008
ALM20240101099,server_D,内存不足,警告,90.77440005026041,94.77112664659201,2024-12-15 15:00:00,2024-12-15 17:45:00,165,待确认,admin_3001
ALM20240101100,server_I,响应超时,严重,92.47950460494164,86.49808588909583,2024-12-26 14:00:00,2024-12-26 14:33:00,33,已恢复,admin_3002
ALM20240101101,server_G,响应超时,严重,88.53465678151274,99.4237427286515,2024-07-15 21:00:00,,9,处理中,admin_3008
ALM20240101102,server_B,响应超时,严重,89.92125486644906,97.36072209037168,2024-11-21 21:00:00,2024-11-21 23:18:00,138,已恢复,admin_3003
ALM20240101103,server_D,网络异常,提示,90.19886547472228,98.64751532743902,2024-04-30 17:00:00,2024-04-30 19:27:00,147,已恢复,admin_3006
ALM20240101104,server_D,磁盘告警,警告,84.64413452190517,94.89034031299904,2024-08-18 19:00:00,2024-08-18 20:26:00,86,待确认,admin_3004
ALM20240101105,server_C,服务宕机,警告,83.73520097790288,99.69617306056219,2024-06-27 09:00:00,2024-06-27 11:00:00,120,已恢复,admin_3005
ALM20240101106,server_D,服务宕机,提示,83.93641363469985,94.34509919701789,2024-01-09 21:00:00,,45,已恢复,admin_3008
ALM20240101107,server_B,磁盘告警,警告,80.15029630890541,85.66587600128797,2024-11-20 11:00:00,2024-11-20 13:44:00,164,待确认,admin_3004
ALM20240101108,server_H,内存不足,提示,93.42472695294481,94.23570553677487,2024-11-14 21:00:00,2024-11-14 22:38:00,98,已恢复,admin_3010
ALM20240101109,server_G,响应超时,警告,83.39720382021876,88.1960573330161,2024-11-23 02:00:00,2024-11-23 02:11:00,11,处理中,admin_3007
ALM20240101110,server_I,响应超时,严重,92.88653230421302,95.38379750772731,2024-06-12 06:00:00,2024-06-12 07:20:00,80,处理中,admin_3009
ALM20240101111,server_D,服务宕机,警告,88.21762874853866,95.8683070538044,2024-11-11 18:00:00,2024-11-11 18:48:00,48,已恢复,admin_3002
ALM20240101112,server_F,响应超时,警告,84.54105270361065,89.62261474325155,2024-01-01 21:00:00,2024-01-01 21:33:00,33,处理中,admin_3010
ALM20240101113,server_E,CPU过高,警告,81.57272206230513,95.91722132529642,2024-03-13 00:00:00,2024-03-13 01:59:00,119,处理中,admin_3001
ALM20240101114,server_C,CPU过高,提示,89.77578756795052,91.84395171644597,2024-04-06 21:00:00,2024-04-06 21:39:00,39,已恢复,admin_3003
ALM20240101115,server_J,服务宕机,严重,88.61256242630333,85.39080712510231,2024-06-25 08:00:00,2024-06-25 10:45:00,165,已恢复,admin_3001
ALM20240101116,server_A,内存不足,提示,87.30177549249387,92.6229888679764,2024-12-19 08:00:00,,32,已恢复,admin_3010
ALM20240101117,server_F,网络异常,警告,94.90330472855256,98.26933391046423,2024-08-20 05:00:00,2024-08-20 07:37:00,157,处理中,admin_3004
ALM20240101118,server_A,网络异常,提示,86.39522188568017,98.90438578261683,2024-08-25 01:00:00,2024-08-25 03:49:00,169,已恢复,admin_3004
ALM20240101119,server_C,磁盘告警,严重,87.00439699595339,91.4412517961381,2024-12-25 00:00:00,2024-12-25 00:51:00,51,待确认,admin_3010
ALM20240101120,server_H,磁盘告警,警告,82.40568534642316,97.79920684634557,2024-03-30 03:00:00,2024-03-30 03:47:00,47,处理中,admin_3010
ALM20240101121,server_J,磁盘告警,警告,94.05103303683447,90.96641918565545,2024-06-26 17:00:00,,50,已恢复,admin_3010
ALM20240101122,server_J,响应超时,提示,84.55918265970156,89.45484307502417,2024-06-15 19:00:00,2024-06-15 19:13:00,13,处理中,admin_3006
ALM20240101123,server_D,网络异常,提示,93.60663004703487,99.68620577710759,2024-04-16 14:00:00,2024-04-16 15:54:00,114,处理中,admin_3005
ALM20240101124,server_G,磁盘告警,警告,86.55451879848091,93.7533548501993,2024-09-17 11:00:00,2024-09-17 13:24:00,144,处理中,admin_3008
ALM20240101125,server_F,CPU过高,提示,86.10250315013198,90.48034544375491,2024-09-05 23:00:00,2024-09-05 23:06:00,6,处理中,admin_3008
ALM20240101126,server_G,磁盘告警,警告,80.99930704751262,90.61084258398759,2024-11-02 23:00:00,2024-11-03 01:33:00,153,处理中,admin_3010
ALM20240101127,server_I,网络异常,严重,84.65609936482261,87.48537437149336,2024-03-11 10:00:00,2024-03-11 11:50:00,110,待确认,admin_3008
ALM20240101128,server_I,CPU过高,警告,90.3296259489762,91.1084805621872,2024-11-12 11:00:00,,16,待确认,admin_3007
ALM20240101129,server_I,磁盘告警,严重,90.74038914916112,86.53316066610027,2024-04-22 16:00:00,2024-04-22 16:51:00,51,处理中,admin_3006
ALM20240101130,server_C,CPU过高,提示,89.21816186881458,87.70772825941032,2024-01-01 20:00:00,2024-01-01 22:48:00,168,已恢复,admin_3004
ALM20240101131,server_J,响应超时,提示,84.22561089680953,95.49909299091722,2024-10-14 00:00:00,2024-10-14 00:49:00,49,已恢复,admin_3008
ALM20240101132,server_B,磁盘告警,提示,86.96053291822471,93.8516712769491,2024-07-12 07:00:00,2024-07-12 08:27:00,87,已恢复,admin_3006
ALM20240101133,server_J,磁盘告警,警告,85.54554377724888,97.08209807727175,2024-12-09 03:00:00,2024-12-09 03:38:00,38,待确认,admin_3009
ALM20240101134,server_D,磁盘告警,提示,92.95546010070562,89.39939784673757,2024-06-09 07:00:00,2024-06-09 09:46:00,166,待确认,admin_3010
ALM20240101135,server_F,内存不足,警告,93.8337247552505,94.67693041798566,2024-02-04 13:00:00,2024-02-04 15:36:00,156,处理中,admin_3003
ALM20240101136,server_F,CPU过高,严重,94.87143121738146,93.57012961354148,2024-03-09 17:00:00,,126,待确认,admin_3002
ALM20240101137,server_J,网络异常,严重,91.49219744614552,86.83750507379622,2024-09-11 21:00:00,2024-09-11 22:22:00,82,待确认,admin_3007
ALM20240101138,server_A,服务宕机,提示,89.15240210123248,86.44448186412296,2024-05-02 06:00:00,2024-05-02 07:53:00,113,处理中,admin_3001
ALM20240101139,server_J,网络异常,提示,92.74400350846247,94.27677154404012,2024-05-24 21:00:00,2024-05-24 22:27:00,87,待确认,admin_3005
ALM20240101140,server_J,网络异常,警告,91.64813509432477,88.11905271504727,2024-02-01 00:00:00,2024-02-01 01:37:00,97,处理中,admin_3006
ALM20240101141,server_C,CPU过高,严重,90.7412825487205,87.44364418275977,2024-11-03 23:00:00,2024-11-04 00:14:00,74,处理中,admin_3002
ALM20240101142,server_G,磁盘告警,警告,88.55410859391544,97.49739074690797,2024-09-20 05:00:00,2024-09-20 07:24:00,144,已恢复,admin_3006
ALM20240101143,server_E,CPU过高,警告,94.88964295613167,86.81195865640979,2024-06-17 01:00:00,,100,已恢复,admin_3008
ALM20240101144,server_A,网络异常,提示,94.9296125075676,94.86052787706568,2024-07-08 14:00:00,,124,待确认,admin_3007
ALM20240101145,server_J,磁盘告警,严重,83.1688169122233,90.47575494083844,2024-02-17 21:00:00,2024-02-17 22:53:00,113,待确认,admin_3005
ALM20240101146,server_J,磁盘告警,警告,88.819512258817,90.46735948377425,2024-10-11 06:00:00,2024-10-11 07:42:00,102,处理中,admin_3008
ALM20240101147,server_J,服务宕机,严重,93.29294642095988,91.23786728073469,2024-02-01 22:00:00,2024-02-01 23:49:00,109,已恢复,admin_3006
ALM20240101148,server_E,服务宕机,严重,86.52442837727268,85.31266207071992,2024-07-17 18:00:00,2024-07-17 20:57:00,177,已恢复,admin_3008
ALM20240101149,server_A,内存不足,提示,83.37973918998073,97.21383717771145,2024-08-05 03:00:00,2024-08-05 03:09:00,9,已恢复,admin_3010
ALM20240101150,server_G,服务宕机,严重,85.01491590792104,96.71674554824868,2024-05-12 11:00:00,2024-05-12 13:35:00,155,处理中,admin_3010
ALM20240101151,server_F,响应超时,提示,86.34682180737386,88.0677627559739,2024-05-13 06:00:00,2024-05-13 08:28:00,148,待确认,admin_3005
ALM20240101152,server_D,响应超时,提示,91.03206788825457,98.35899118781846,2024-10-30 22:00:00,2024-10-30 22:26:00,26,已恢复,admin_3002
ALM20240101153,server_B,CPU过高,提示,83.45718147981718,96.94557888134412,2024-10-14 16:00:00,2024-10-14 16:27:00,27,待确认,admin_3003
ALM20240101154,server_E,内存不足,严重,84.13227905499238,94.44248380943075,2024-04-16 06:00:00,2024-04-16 06:29:00,29,待确认,admin_3008
ALM20240101155,server_I,网络异常,提示,86.24389606416105,88.68528005618742,2024-02-20 04:00:00,2024-02-20 06:10:00,130,待确认,admin_3001
ALM20240101156,server_D,响应超时,严重,82.59015534852023,85.75767563624721,2024-09-19 23:00:00,2024-09-19 23:22:00,22,已恢复,admin_3003
ALM20240101157,server_I,磁盘告警,提示,92.21180882859696,88.58833989443539,2024-01-28 09:00:00,2024-01-28 10:17:00,77,待确认,admin_3008
ALM20240101158,server_G,磁盘告警,提示,85.29886366529139,86.67113879357917,2024-09-20 17:00:00,2024-09-20 17:30:00,30,处理中,admin_3003
ALM20240101159,server_J,CPU过高,严重,90.54954209719675,97.98380624115437,2024-12-08 10:00:00,2024-12-08 12:44:00,164,处理中,admin_3003
ALM20240101160,server_H,CPU过高,提示,81.86604215270003,97.01076721189682,2024-03-09 08:00:00,2024-03-09 08:29:00,29,已恢复,admin_3002
ALM20240101161,server_E,内存不足,警告,80.52374145658669,99.80443129946065,2024-05-02 15:00:00,2024-05-02 17:11:00,131,处理中,admin_3008
ALM20240101162,server_B,网络异常,严重,83.34446801758509,98.82601481088518,2024-10-20 05:00:00,2024-10-20 06:30:00,90,已恢复,admin_3007
ALM20240101163,server_A,CPU过高,提示,93.17868970349497,97.85004431262138,2024-09-13 05:00:00,2024-09-13 05:46:00,46,待确认,admin_3008
ALM20240101164,server_F,磁盘告警,警告,82.63527584239839,86.38620321289173,2024-11-11 13:00:00,2024-11-11 15:26:00,146,已恢复,admin_3001
ALM20240101165,server_I,内存不足,严重,92.35170026861715,89.0174214925458,2024-08-01 05:00:00,2024-08-01 05:16:00,16,待确认,admin_3007
ALM20240101166,server_F,响应超时,严重,85.83310400907311,97.42195698339934,2024-08-09 09:00:00,2024-08-09 11:47:00,167,待确认,admin_3004
ALM20240101167,server_B,CPU过高,严重,84.06294419500455,98.8602363622645,2024-06-19 01:00:00,2024-06-19 03:47:00,167,待确认,admin_3010
ALM20240101168,server_C,服务宕机,严重,92.62775162144645,92.89961765914802,2024-06-16 00:00:00,2024-06-16 02:36:00,156,待确认,admin_3010
ALM20240101169,server_J,磁盘告警,提示,88.90698620369783,87.11199756918111,2024-05-11 11:00:00,2024-05-11 12:14:00,74,已恢复,admin_3001
ALM20240101170,server_E,内存不足,提示,81.61640906122717,97.54950113900603,2024-05-27 15:00:00,2024-05-27 16:09:00,69,待确认,admin_3005
ALM20240101171,server_G,磁盘告警,严重,93.0949294511417,89.5158502748529,2024-10-27 00:00:00,2024-10-27 01:12:00,72,待确认,admin_3006
ALM20240101172,server_B,磁盘告警,提示,84.77302001715277,89.75610768064452,2024-09-05 09:00:00,2024-09-05 11:17:00,137,待确认,admin_3009
ALM20240101173,server_E,网络异常,警告,92.96884782804263,98.2716838151506,2024-09-30 21:00:00,2024-09-30 22:45:00,105,已恢复,admin_3005
ALM20240101174,server_I,磁盘告警,严重,81.14661185863564,99.08699545219007,2024-05-01 02:00:00,,126,处理中,admin_3010
ALM20240101175,server_E,服务宕机,严重,89.22869904503102,92.3151423206434,2024-11-12 15:00:00,2024-11-12 16:32:00,92,已恢复,admin_3008
ALM20240101176,server_C,内存不足,警告,81.73378428416342,99.93301186531824,2024-03-03 11:00:00,2024-03-03 12:09:00,69,已恢复,admin_3004
ALM20240101177,server_E,CPU过高,严重,84.31957887204067,87.06166746248614,2024-09-26 21:00:00,2024-09-26 21:58:00,58,处理中,admin_3003
ALM20240101178,server_B,服务宕机,警告,85.18306105023638,97.3464922395543,2024-01-23 14:00:00,,81,待确认,admin_3001
ALM20240101179,server_D,服务宕机,提示,88.3556900170492,94.40521179387713,2024-08-07 07:00:00,2024-08-07 07:46:00,46,处理中,admin_3004
ALM20240101180,server_B,CPU过高,提示,85.122067136623,92.94165110467259,2024-04-25 11:00:00,2024-04-25 11:45:00,45,处理中,admin_3006
ALM20240101181,server_C,网络异常,严重,82.3867574275468,86.3141395368555,2024-07-01 21:00:00,2024-07-01 23:24:00,144,处理中,admin_3002
ALM20240101182,server_F,服务宕机,提示,90.58746069920123,93.67635389967562,2024-02-01 17:00:00,2024-02-01 19:18:00,138,待确认,admin_3002
ALM20240101183,server_J,服务宕机,警告,82.72016021177491,86.80157469551074,2024-09-27 03:00:00,2024-09-27 03:30:00,30,待确认,admin_3009
ALM20240101184,server_A,网络异常,警告,82.84549655770594,94.87034554610807,2024-04-30 09:00:00,2024-04-30 09:39:00,39,待确认,admin_3006
ALM20240101185,server_D,内存不足,警告,88.45757227508619,91.80615015837778,2024-06-22 06:00:00,,84,待确认,admin_3008
ALM20240101186,server_E,CPU过高,提示,90.12470166498146,88.23565369679524,2024-03-06 20:00:00,2024-03-06 20:08:00,8,处理中,admin_3004
ALM20240101187,server_J,响应超时,严重,90.21032982399299,99.48684075060022,2024-11-16 01:00:00,2024-11-16 01:11:00,11,已恢复,admin_3007
ALM20240101188,server_E,响应超时,严重,80.05699310351082,92.73656342051927,2024-04-08 07:00:00,2024-04-08 07:39:00,39,处理中,admin_3003
